Label,Subtype Type,Tags,Summary,Live on-chain,Description,URL,Image,Main Ecosystem,Twitter,Community,Whitepaper,Documentation,Confidence Level,Contact Info,Geographic Focus,v1,v2,v3
Kumo,Protocol,Carbon | Tokenization,Building the 1st StableCoin 100% Backed by Nature Assets,,"KUMO enables borrowing a stablecoin* KUSD against tokenized carbon credits with no interest rate. The idea of KUMO is simple yet powerful: Enabling money to recognize regenerative practice in healing our biosphere. Building on top of existing carbon credits bridging protocols, our protocol accepts deposits and allows minting green KUSD stablecoins pegged to USD. The more KUSD is in circulation, the more carbon is taken off-market and more financing is available to carbon projects. Money becomes our ally in fighting climate change. This is what matters. No token dump, no price volatility - Only standing to value our planet.",https://kumo.earth/,,Polygon,https://twitter.com/Kumo_DAO,http://discord.gg/EfMyuxMmeN,,https://kumodao.medium.com/,,,,0,1,1
Leaf Coalition,Network,Carbon | Demand,"The Lowering Emissions by Accelerating Forest finance (LEAF) Coalition's goal is to halt deforestation by financing large scape tropical forest protection. In 2021, the Coalition mobilized $1bn in financing, kicking off the largest-ever public-private effort to protect tropical forests. ",,"It is a priority for the LEAF Coalition that companies make deep cuts in their own value chain emissions. Purchase of credits through LEAF comes in addition to, and not as a substitute for, internal abatement in line with Paris. To join LEAF, companies must publicly commit to science-based targets (SBTi) or equivalent quantified and independently verified decarbonization targets, consistent with limiting warming in line with the long-term temperature goal of the Paris Agreement, with no or limited overshoot. Companies must have the targets in place before taking title to LEAF emissions reductions, no later than 2023. ",https://leafcoalition.org/,https://leafcoalition.org/wp-content/uploads/2021/04/logo.svg,Web2,https://twitter.com/EmergentClimate,,,,,,,0,0,1
Likvidi,Protocol,Carbon | Tokenization,"A green finance platform to trade and manage DeFi compatible tokenized carbon credits. Trade, hold or retire LCO2 for a rapid, positive impact on the planet.",,,https://www.likvidi.com/,,Binance,,,,,,,,1,1,1
Liquidstar,Product,Energy,"Liquidstar is developing a new category of energy distribution, utilizing Waypoint charge stations to deploy smart batteries for beyond-the-grid electrical power distribution. Liquidstar’s vision is to leapfrog off-grid markets to the ‘wireless’ battery powered sustainable ecosystems of the future - solving energy access challenges for the powerless 1.1 billion and providing electricity for essential services during grid destroying disasters. The core Liquidstar Decentralized Autonomous Utility (DAU) platform strings together various innovation layers provided by expert partners to manage the charging and distribution of source-agnostic electricity through batteries delivered by Power Ranger operators.",,,https://www.liquidstar.io/,,TBA,,,,,,,,0,1,1
Loa Labs,Advisory,Media,"We’re a team of communications professionals and crypto community builders, passionate about the potential of blockchain to make the world a better place.",,,https://loalabs.io/,,Cosmos,,,,,,,,0,1,1
Loam,Registry,Carbon | Supply,,,,https://loam.ag/,https://assets.website-files.com/625db0bad5cfd681bd654bd8/625db0bad5cfd63d58654c9f_Loam-Logo.svg,,,,,,,,,,,
Mad Agriculture,Ground,Stewardship,"Uplifts mid-scale staple crop and livestock farmers through new types of loans and terms, quick funding, flexible repayment schedules, and 10-year commitment to farmers  ransitioning and organic farmers. Support via trade programs, and land and business consulting. ",,"Our work begins with farm planning. We dream big about what the land wants to be and how to implement regenerative principles and practices. Putting ideals into action is hard to do. We use a combination of community support, capital and markets to activate regenerative agriculture on the land. Our work learns from and contributes to an emerging and diverse community of funders, practitioners and purchasers.  ",https://madagriculture.org/mad-capital,https://pbs.twimg.com/profile_images/1253712025739378688/oMUcU58o_400x400.jpg,Regen,https://twitter.com/_MadAgriculture,https://www.facebook.com/madagriculture,,,,,,0,1,1
MakerDAO,Reserve,RWAs,"MakerDAO enables the generation of Dai, the world's first unbiased currency and leading decentralized stablecoin.",Yes,,,,Ethereum,,,,,,,,0,0,1
MangroveDAO,DAO,Ocean,Mangrove DAO is a Decentralized Autonomous Organization. It implements novel governance mechanisms to empower the community of TREE coin holders.,Yes,,https://mangrovedao.earth/,,Polygon,,,,,,,,0,1,1
MarinaChain,Product,Ocean,"We build the tools shipowners need to evaluate their vessels in real-time. They can then use those insights to take action, such as optimising energy efficiency, creating CII reports, and offsetting their carbon emissions.",Yes,,https://www.marinachain.io/,,Polygon,,,,,,,,0,1,1
Meltek,Product,Energy,We pay customers to reduce their energy usage when the demand for electricity exceeds supply. Power companies would rather pay you to use less energy than fire up polluting and expensive peaker plants. Sign up for our free program and start earning!,,,https://meltek.io/,,TBA,,,,,,,,0,1,1
Menthol Protocol,Protocol,Carbon | Demand,Menthol Protocol is the first multi-chain decentralized sustainability protocol that will automatically offset carbon emissions user or dApp transactions with verified renewable energy and carbon credits from around the world.,Yes,Menthol Protocol will support all major dApps and allow dApp developers/users to be climate-positive in a decentralized and automated way. It is designed as composable and pluggable as possible. Menthol Protocol’s vision is to be the go-to multi-chain sustainability middleware for the DeFi and NFT space.,https://www.mentholprotocol.com/,https://uploads-ssl.webflow.com/611cf3f64a9c452f363b4c2c/613f540f01875c73b90a3312_Menthol_logo.svg,Cross-EVM,https://twitter.com/MentholProtocol,https://discord.gg/s37NU77WHr,,,,,,0,1,1
Mercy Corps,Network,Community,We’re leading a global community of humanitarians to create a future where everyone can prosper.,,,https://www.mercycorps.org/,,Celo,,,,,,,,0,0,1
Meridian DLT,Protocol,Vertical,,Yes,,https://meridiandlt.com/,,Custom,,,,,,,,0,1,1
Moola Market,Lender,Carbon | Tokenization,"Start earning interest on your CELO, cUSD, cEUR and cREAL. The leading DeFi project on Celo is lending protocol Moola Market.",Yes,,https://moola.market/,https://assets.website-files.com/625db0bad5cfd681bd654bd8/625db0bad5cfd6702e654ca7_MOOLA%2520LOGO%2520-%2520SHADOWS%2520-%2520Blue-p-500.png,,,,,,,,,,,
MoonJelly,DAO,Ocean,"Moonjelly is utilizing web3 technology to reinvent how we
fund, explore and profit from restoring the ocean",,"Moonjelly focuses on using web3 tools to fight climate change through Ocean. Their solutions are: to distribute grant-funding for impact projects in a more transparent and effective way; make more grants accessible to projects and places that don’t have access to more remote, ecologically rich locations; use the power of DAOS (educating more people, mostly scientists, about how to DAO and use it for impact); sell impact-backed NFTs to make ocean conservation profitable and sustainable; connect web3 savvy donors with ocean conservation.",https://www.moonjelly.io/home,https://www.moonjelly.io/hs-fs/hubfs/raw_assets/public/moonjelly-website-theme/images/Moonjelly_WebsiteElements_NewHeaderLogo-peach.png?width=288&height=80&name=Moonjelly_WebsiteElements_NewHeaderLogo-peach.png,TBA,https://twitter.com/wearemoonjelly,,https://drive.google.com/file/d/1R6p9cTtLNb7h2c6FKPp6wPXhtP8Dli5p/view,TBA,Medium: looks reliable but still not much information about ''on-action status'',https://www.moonjelly.io/contact-us?hsLang=en; Bryce@Moonjelly.io Jacob@Moonjelly.io Hans@Moonjell.io ,N/A,1,1,1
Moss.earth,Product,Carbon | Supply,Moss simplifies the carbon offsetting process and guarantees the traceability and transparency of everything they do by using blockchain technology.,Yes,"Moss offers Carbon Offsetting for individual citizens and companies. They have also tokenized governance and economic rights to small forest areas into NFTs. You can now buy an Amazon NFT through Moss and protect your own piece of the forest. The carbon credits and tokens are audited and certified by the world’s largest companies: Deloitte, Armanino, Perkinscoie, Python, Verra, EY, and Alliance for Prosperity.",https://moss.earth/,https://pbs.twimg.com/profile_images/1486384342351990785/A4GeuYKx_400x400.jpg,Celo,https://twitter.com/moss_earth,https://discord.gg/DRBAJ9jnUp,https://moss-earth.gitbook.io/moss-governance-token-project-whitepaper-and-faq/,https://moss-earth.gitbook.io/moss-amazon-forest-nft-faq/nft-documentation-and-property-deeds https://moss.earth/wp-content/uploads/2021/02/Moss.Earth-AUP-Report-2021-Final-External.pdf,Good,contact@moss.earth,"Amazon Forest, South America ",1,1,1
MRV Collective,Network,MRV,"An expanding coalition of MRV (Measurement, Reporting & Verification) companies building an open MRV protocol (off-chain and on-chain) to accelerate investment in Nature-based-Solutions for climate mitigation.",,,https://mrvcollective.org/,,Celo,,,,,,,,0,0,1
Mycorr,Product,Carbon | Supply,"Mycorr helps carbon dioxide removal companies gain credibility and sell their current and future removal amounts to monetize, verify, and tokenize permanent CDR.",,"We specialize in DAC, weathering, biochar, and other innovative and permanent methods. We tokenize and sell shares of carbon for future vintages and deployments; set a reserve price, for a fraction of your supply, and discover what the market will pay, risk free; upload sensor data to our API, we back it on the blockchain, increasing buyer trust; and track who is buying up your credits, generate compliance reports and analytics.",https://mycorr.xyz/,https://dd7tel2830j4w.cloudfront.net/f1647984348512x943574664255717000/Logo%200.1.svg,TBA,,,,,,,,0,1,1
Natural Capital DAO,DAO,,Natural Capital DAO is developing a blockchain marketplace for biodiversity and natural capital credits,,TBA,https://natural-capital-dao.org/,https://i0.wp.com/natural-capital-dao.org/wp-content/uploads/2021/12/Original-Logo.png?resize=768%2C570&ssl=1,TBA,,,,,,,,0,1,0
Natural Frontiers,Product,Carbon | Supply,Accelerating local action in India,,,https://www.naturalfrontiers.com/,,TBA,,,,,,,India,0,1,1
Near,L1,,,,,,,Near,,,,,,,,0,0,1
New Gold Standard,Product,Commodities,Credits for ceasining gold mining operations,,,https://newgoldstandard.io/,,TBA,,,,,,,,0,0,1
NextGenVillage,Ground,Village,"Our mission is to bring together some of the brightest minds and creators to build the Next Generation Village in Switzerland –  a home for pioneers that sparks our collective imagination of how life in a sustainable, progressive and culturally thriving society of the future could look like. The Village serves as a societal living lab to explore the future of energy, food production, resource management, architecture & construction, manufacturing, mobility as well as new monetary, economic and governance systems.",,,https://nextgenvillage.com/,,,,,,,,,,,,
Nori,Protocol,Carbon | Supply,,Yes,,,,Ethereum,,,,,,,,1,1,1
Offsetfarm,Product,Carbon | Tokenization,,,,https://offsetfarm.io/,,TBA,,,,,,,,0,1,1
Offsetra,Product,Carbon | Demand,Offsetra works to provide consumers and businesses with an easy and intuitive interface for going carbon neutral by using verified carbon offset credits.,No,The Offsetra team curates high-impact and socially-driven sustainability projects which allow consumers and businesses to easily and sensibly offset their carbon emissions. Offset's goal is to empower people to join the carbon economy and offset their own personal emissions.,https://offsetra.com/,https://pbs.twimg.com/profile_images/1126791233911840769/ZzLNNy3f_400x400.png,Web2,https://twitter.com/offsetra,TBA,https://www.notion.so/Offsetra-Knowledge-Base-d06ed4569364417998581b6bd726d319 ,TBA,Good,"sales@offsetra.com partners@offsetra.com support@offsetra.com 
",,1,1,1
Ogallala,Product,Stewardship | Watershed,"To utilize web3 technologies to design, develop, and implement sustainable water utilization and farming practices that optimize the value and productivity of America’s breadbasket.",,"Our aim is to destroy the very real and imminent threat of food and water scarcity in America caused by the desertification of fertile land, water depletion, and contamination. We educate farmers on sustainable techniques and incentivize them to ensure these practices are implemented. We fund our projects using smart contract-enabled markets and cryptocurrencies. We also seek funding through governmental, public, and private grants. These nontraditional sources coupled with sustainable environmental efforts can be financially beneficial and greatly increase the land’s value.",https://www.ogallala.life/,"https://static.wixstatic.com/media/342e46_b605c1ddb34e4a5bbde6a4bbf6d54757~mv2.png/v1/fill/w_298,h_80,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Ogallala_Life.png",TBA,,,,,,,Southern USA,0,1,1
OneShot,Protocol,Carbon ,,,,https://www.platformforthefuture.com/,,,,,,,,,,,,1
OneUp Action,Social,Community,We’re an intersectional youth-led organization working to provide resources to youth advocates.,,"OneUpAction is built by a group of powerful intersectional youth advocates who realized that just participating in climate strikes, rallies, and legislative advocacy wasn’t enough to solve the climate crisis. In order to see a true impact, we must take our energy to mass mobilize and complement it with local direct action. They are the founding members of OneUpAction with the goal of creating a platform in which marginalized young people could get the resources needed to be empowered to take direct action in their own communities to combat the climate crisis when people in positions of power are not. OneUpAction's progams include the Action Incubator Fellowship, the Youth Innovators Fellowship, and Youth Solutionists in Government. ",https://oneupaction.org/,https://i0.wp.com/oneupaction.org/wp-content/uploads/2020/06/One-Up-Action-Letterhead-WHITE.png?resize=1536%2C191&ssl=1,Celo,https://twitter.com/oneupactioninc,,,,,,,0,1,1
Open Forest Protocol,Protocol,MRV,The Open Forest Protocol is an open-source Protocol based on a public blockchain platform for communal verification and reporting of forest data.,,"The Open Forest Protocol (OFP) is an open-source digital platform for the communal measurement, reporting, and verification of forests all around the world. OFP connects forestation project developers with validation organizations, funding partners, and entrepreneurs in a decentralized community. OFP is built for anyone who wants to start, invest or improve their operations in planting trees, managing forests, and conserving ecosystems. Individuals or organizations interested in starting forestation projects can use OFP to manage their projects and secure funding from green capital around the globe. 
",https://www.openforestprotocol.org/technology,https://pbs.twimg.com/profile_images/1501195924768534528/0QgebLXH_400x400.jpg,Near,https://twitter.com/OpenForest_,https://discord.gg/Fhnmw5ZvGv,https://static1.squarespace.com/static/606cb05a7a012f3e0371e0a4/t/61fa8a7a2bb58a225eee062a/1643809404793/2022-01_The+Open+Forest+Protocol_White+paper.pdf ,static1.squarespace.com/static/606cb05a7a012f3e0371e0a4/t/6101a0bfb3c13f3dee9ace30/1627496646450/OFP+NFT+Research+Analysis+%26+Architecture.pdf  ,,"Frederic Fournier, CEO, f@openforestprotocol.org ",,1,1,1
OpenEarth,Data,MRV | Governance,We are a research and deployment nonprofit focused on harnessing emerging tech and radical collaboration for a more resilient planet.,,,,,,,,,,,,,,,
Orgo,Protocol,,Real world asset tokenization and governance models to enable distributed stewardship of perpetual community assets,Yes,,https://www.orgo.earth/,,TBA,,,,,,,,1,1,1
Pando,Product,Energy | RWAs,"Pando tokenizes real world climate assets and offers them as investments. Pando enables protocols and DAOs to invest in climate solutions, stabilize their treasuries with real-world assets, and earn a return. Pando is building blockchain enabled software solutions to accelerate climate finance, helping climate companies run more transparent, effective, and powerful businesses.",,,https://www.pandoclimate.co/,,,,,,,,,,,,1
Patch,Protocol,Carbon | Supply,Patch provides access to a full library of carbon credits that are generated from a wide range of project approaches that span traditional carbon removal and avoidance solutions to frontier carbon removal.,,"Patch is an API-based solution enabling you to embed carbon footprint estimation and removal directly into your digital products and experiences. You can also make bulk credit purchases through their easy-to-use dashboard. The result is seamlessly neutralized business and end-user emissions via Patch’s vast partner network. The latter includes a wide range of project types, from traditional nature-based projects such as forestry, soil, and kelp 一 to frontier human-engineered carbon removals technologies — such as biochar, bio-oil, and mineralization. ",patch.io,https://pbs.twimg.com/profile_images/1278732555345211393/iMoFr8k4_400x400.jpg,TBA,https://twitter.com/usepatch,https://discord.com/invite/AU8543D,TBA,https://docs.patch.io/#/ ,,https://www.patch.io/contact,,1,1,1
PlanetWatch,,MRV,Earn rewards and help us build a global air quality monitoring network to detect pollution hotspots and protect everyone’s health.,,,https://www.planetwatch.io/,,Algorand,,,,,,,,0,0,1
Plastiks,NFT,Plastic,Plastiks is a marketplace enabling companies to trade Plastic Recovery Guarantees.,Yes,"Plastiks is a marketplace enabling companies to trade Plastic Recovery Guarantees. Worldwide plastic recovery projects are using our platform to upload their plastic recovery data. Thanks to NFT technology we can prove verifiable impact stories of how and where plastic has been recovered. How does it work: Plastic waste is recovered from the environment. The plastic collectors generate an invoice with a tax ID number, location, quantity, and type of plastic recovered. The invoice is verified by Plastiks to certify the act of recovery. The invoice is digitalized as a recovery guarantee. Companies can buy the recovery guarantees, and merge them with their own NFT creations, to bring utility and value to their customers while doing good for the environment. Strengthen your brand reputation by supporting plastic recovery projects around the world and invite your customers to do the same.",https://plastiks.io/,https://pbs.twimg.com/profile_images/1509566364025073673/JFfr3BpE_400x400.jpg,Celo,https://twitter.com/Plastiks_io,https://discord.com/invite/kgSdGz2VcN,https://plastiks.io/wp-content/uploads/2022/05/Plastiks_BRAND-DOSSIER_02.2022.pdf ,https://plastiks.gitbook.io/plastiks-docs/the-company/what-is-plastiks,,https://share-eu1.hsforms.com/1aN-6pXucS5a_cxanNe1bygf1dti ,,1,1,1
Polygon,L1,,,,,,,Polygon,,,,,,,,0,0,1
Porini,NFT,Wildlife,,Yes,,,,TBA,,,,,,,,0,1,1
Possible Ventures,Investor,Funding,"Possible Ventures backs ambitious teams building frontier technology to positively impact people and the planet. We invest in the early stages, actively supporting founders via our collective of global entrepreneuers. ",,"More than 100 established founders, angels, and entrepreneurs actively supporting what’s possible with technologies such as synthetic biology, artificial intelligence, robotics, web 3.0 and crypto, quantum computing, new types of energy generation and storage, 3D printing and space exploration.",https://www.possible.ventures/,,,https://twitter.com/PossibleVC,,,,,,,0,0,1
PowerLedger,Product,Energy,"Power Ledger (POWR) is an Australia based company that wants to see a world in which electricity supply is dependable, affordable and clean- for everyone.",Yes,"Their peer-to-peer energy exchange platform is powered by Smart Contracts on the Ethereum blockchain, and aims to democratize the trading of electricity and other energy sources transparently so that individuals and communities can select the exact source of their power. POWR is a utility token that would can escrow to use the platform, and are also used as part of an economy in which households that generate electricity (via solar, wind etc.) can trade with their neighbors for a fair return. Recently Power Ledger and Nicheliving signed a three year deal to bring blockchain energy trading tech to Western Australian homes, with Power Ledger's platform being integrated into 10 Nicheliving projects over three years.",https://www.powerledger.io/,https://pbs.twimg.com/profile_images/1423087286854459393/UqUBdcJM_400x400.jpg,Ethereum,https://twitter.com/PowerLedger_io,,,,,,Australia,0,1,1
Pozzle,Product,,,,,https://www.pozzleplanet.com/,,Ethereum,,,,,,,,1,1,1
Prime Deals,Product,Liquidity,,Yes,,,,Celo,,,,,,,,0,0,1
Prime Launch,Builder,Liquidity,Prime Launch is a platform for reliable and fair token launches to seamlessly kickstart your DAO.,Yes,Prime Launch is a platform for hosting decentralized token launches on Ethereum. Project teams and DAOs can use Prime Launch to seamlessly distribute tokens and attract resources. Users looking to acquire tokens can get access to a DAO-curated list of newly launching Web 3.0 projects.,https://launch.prime.xyz/,https://launch.prime.xyz/logomark.svg,Celo,https://twitter.com/PrimeDAO_?s=09,https://discord.gg/x8v59pG,,https://launch.prime.xyz/documentation,,,,0,1,1
Prime Ratings,Registry,Standards,A permissionless framework for quantifying quality and risk of open finance protocols. Prime Rating is a public good for the systemic advancement of DeFi.,Yes,"Prime Rating is a comprehensive permissionless framework to quantify the quality and risk of open finance protocols. Prime Rating offers a simple and comparable opinion in the form of a letter rating on a scale from A+ to D, representing the overall quality of an open finance protocol from a neutral perspective, based on publicly available data.",https://www.prime.xyz,https://assets.website-files.com/608bd350d67fe62ab7818c74/6112a83f2b34137744a292c7_Prime-rating-hor.svg,Celo,https://twitter.com/PrimeDAO_,https://discord.gg/primedao,,,,,,0,1,1
PrimeDAO,DAO,Governance,A DAO collective focused on researching and building next-generation coordination tools for decentralized organizations.,Yes,"PrimeDAO is a collective of leading DeFi builders and researchers focused on enhancing decentralized control and coordination. The Prime app provides a range of services to digital organizations throughout the entire cycle from initiation (Launch) to growth (Pools) and maturity (Deals). Some of the most respected and active builders groups have aligned under the Prime umbrella, including Curve Labs, Kolektivo Labs, Blockscience, and Token Engineering Commons. The collective is committed to enabling DAO 2 DAO coordination to make DeFi a (more) positive-sum ecosystem.",https://www.prime.xyz/,https://assets.website-files.com/608bd350d67fe62ab7818c74/612e1283a4620400c0196867_PrimeDAO-Horizontal-Dark.svg,Celo,https://twitter.com/PrimeDAO_,https://discord.gg/primedao,,,,,,1,1,1
Project Ark,NFT,Wildlife,"Empowering Web3 entities, NGOs and foundations to create carbon neutral collections.",Yes,,https://www.project-ark.co/,,Ethereum,,,,,,,,1,1,1
Protocol Labs,Builder,Education,"Protocol Labs is an open-source R&D lab. We build protocols, tools, and services to radically improve the internet.",Yes,,https://protocol.ai/,,Ethereum,,,,,,,,0,0,1
Raiz Vertical Farms,Ground,Tree Planting,Changing the way we connect with food. Through Vertical Farming.,,"Controlled environment agriculture, providing higher consistency, quality and yields. Roots on, reusable packaging and seamless delivery. Each plant conveys remarkable taste and nutrients, maintaining freshness more than 10 days after purchase! Curated vertical farming tours. Discover our flagship farm to know more about urban agriculture and how it fuels & heals humanity.  Tokenised impact for the bold. Get a Farmshare, subscribe to our deliveries or generate yield through our NEAR powered NFTs.",https://www.raiz.farm/,https://uploads-ssl.webflow.com/6178217848977f13585f48a8/61a5059fa3ae6a2783dd9dd3_raiz-vertical-farming-logo_opt%20(2).png,Near,https://twitter.com/intent/follow?original_referer=https%3A%2F%2Fwww.raiz.farm%2F&ref_src=twsrc%5Etfw%7Ctwcamp%5Ebuttonembed%7Ctwterm%5Efollow%7Ctwgr%5ERaizFarms&region=follow_link&screen_name=RaizFarms,,,,,,,0,1,1
REC DeFi,Product,Energy,"RECDeFi is an automated, decentralized and scalable marketplace that accelerates investment in clean energy and climate solutions by making it faster, cheaper and easier to trade renewable energy credits, carbon offsets and other environmental commodities.",,,https://recdefi.com/,,Hedera,,,,,,,,1,1,1
RedGrid,Product,Energy,"RedGrid's software connects devices that consume, produce, or store energy, and allows them to communicate. This helps build to rent properties lower their operating costs, justify premium rent, and unlock ancillary revenue. ",Yes,"RedGrid technology enables device to device communication, maximizing energy efficiency by ensuring orchestrated energy balancing throughout the entire apartment building, starting from the device level up. ",https://www.redgrid.io/#Property-Outcomes,https://uploads-ssl.webflow.com/61a838d9664c92710d5abc60/61e9f2a70f44f23ce254fd41_RedGrid%20Logo%20Horizontal%201.png,TBA,https://twitter.com/RedGrid_io?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,,,0,1,1
ReeFi DAO,DAO,Ocean,"ReeFi-DAO brings together individuals all over the world, giving them the ability to form a personal connection to the reef, tools to empower citizen science and a mechanism to have a voice in decision making that has a direct impact on coral reef health and sustainability.",,,https://www.reefi-dao.xyz/,https://pbs.twimg.com/profile_images/1516969144956162049/Crvw9SQd_400x400.jpg,TBA,https://twitter.com/reefi_aus,https://discord.gg/hFrk5Wsjdh,,,,,,0,1,1
ReFi DAO,DAO,Education | Governance,Founder-led startup community accelerating impact.,,,https://refidao.com/,https://pbs.twimg.com/profile_images/1495113844108234757/KIz-ugMM_400x400.jpg,TBA,https://twitter.com/ReFiDAOist?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr%5Eauthor,,,,,,,0,1,1
ReFi Podcast,Media,Media,,,,https://podcast.refidao.com/,,Web2,,,,,,,,0,1,1
Regen Civics Alliance,Network,Village,,,,https://explore.joinseeds.earth/regenerative-civics-alliance/the-regenerative-renaissance,,,,,,,,,,,,1
Regen Network,Registry,Stewardship | Carbon,"Regen Network's goal is to build foundational fintech infrastructure for ecological claims and data. Their infrastructure originates digital carbon assets in the Interchain economy, unlocking web3 regenerative finance.",Yes,"At Regen Network, their community’s goal is to build foundational fintech infrastructure for ecological claims and data. This means serving as the ‘Layer 0’ upon which other projects and protocols may build upon and harness to execute their own climate-focused business models. Using a distributed ledger and modern remote sensing technology, the team is creating new tools for how humanity relates to its environment.",https://www.regen.network/,https://pbs.twimg.com/profile_images/1534952862458863617/WYOKYF02_400x400.png,Custom,http://twitter.com/regen_network,https://discord.gg/regen-network,https://regen-network.gitlab.io/whitepaper/WhitePaper.pdf ,https://docs.regen.network/,,https://www.regen.network/contact/,,1,1,1
RePlant Capital,Investor,Funding,rePlant Capital is a financial services firm ambitiously determined to reverse climate change through the deployment of a series of proprietary funds focused on U.S. farmers and their transition to regenerative and organic agriculture.,,"Alongside farmers, agronomists, and food companies, rePlant is building a new financial system to recognize and scale an agricultural philosophy that provides important ecosystem services for the climate. We create partnerships with regional and multinational food companies to directly access their supply chains. We develop financing options for farmers who are willing and ready to adopt regenerative or organic practices that work for them. We connect farmers to technical assistance, from agronomists, soil conservationists, NGOs, and other technical experts. We deploy capital to accelerate farmer transitions to regenerative and organic agriculture, tying financing terms to soil health via the Soil Fund, an evergreen private debt fund.  ",https://www.replantcapital.com/,https://images.squarespace-cdn.com/content/v1/5fe23d8bc553233ac1261e9b/fa2745c8-3a8b-4712-87b3-464a2344fc0a/Replant_Logo_Horizontal_White-Color.png?format=1500w,,,,,,,,,0,1,0
Return Protocol,Protocol,Carbon | Demand,Make your blockchain life automatically sustainable forever and show the world with one single click and payment,,"We empower you to offset all of your on-chain activity passively, on any blockchain. How do we do that? 1. Store the Return offsetting NFT in your wallet 👜 2. Set your offset preferences on the Return dashboard 🎚 3. Transact as normal and let Return do the rest 😎",https://www.producthunt.com/upcoming/return-protocol,,Cross-EVM,https://mobile.twitter.com/returnprotocol,,,,,,,0,1,1
Rewilder,NFT,Stewardship,,,,https://rewilder.xyz/,,Ethereum,,,,,,,,1,1,1
Romulus,Protocol,Governance,Snapshot-equivalent DAO governance mechanism native to Celo,Yes,,https://romulus.page/,,Celo,,,,,,,,1,0,1
Sacreage,NFT,Stewardship,Empowering people to save sacred places.,,"Sacreage is creating a sustainable future for conservation funding, community-building, and land reclamation through land tokenization and geospatial NFTs. Forging verified partnerships with indigenous communities and recognized conservancies ensures that funding and land-for-purchase is stewarded by those best equipped to protect it.",https://www.sacreage.com/,"https://static.wixstatic.com/media/15d27e_8ce30f72c93243609deb53b2723795dd~mv2.png/v1/fill/w_240,h_240,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/Inverse%20450x450.png",Celo,https://twitter.com/Sacreage_,https://discord.gg/quF5sYJCfN,,,,,,0,1,1
Sanergy,Ground,Vertical | Waste Management,"We build affordable sanitation products designed specifically for urban slums, and franchise them to community members to serve all residents.We professionally collect sanitation waste from the community by handcarts and trucks. Handcarts ensure that we can install toilets deep in slums. We convert the waste at a centralized facility into valuable end-products such as organic fertilizer and insect- based animal feed.",,"We build affordable sanitation products designed specifically for urban slums, and franchise them to community members to serve all residents.We professionally collect sanitation waste from the community by handcarts and trucks. Handcarts ensure that we can install toilets deep in slums. We convert the waste at a centralized facility into valuable end-products such as organic fertilizer and insect- based animal feed.",https://www.sanergy.com/,https://www.sanergy.com/wp-content/uploads/2018/11/logo-small-color-195.png,Celo,https://twitter.com/sanergy?lang=en,,,,,,Kenya,0,1,1
SavePlanetEarth,Product,,,Yes,,https://saveplanetearth.io/,,Binance,,,,,,,,1,1,1
Seaworthy Collective,Network,Ocean,"We empower innovators and entrepreneurs with the knowledge, guidance, and resources to take on these global problems that need dedicated ocean science, conservation, and exploration.",,"Seaworthy Collective, founded in 2020 in Miami, Florida, is the leading community of sea change makers driving regenerative ocean and climate impact. Our community is supported by our non-profit social impact arm, Seaworthy Foundation, and for-profit economic impact arm, Seaworthy Ventures. Seaworthy Foundation (501c3) builds community and inclusion for ocean and climate impact innovation through accessible education and empowerment. Seaworthy Ventures drives regenerative blue economy development through community-based opportunities for co-creating and growing profitable ocean and climate impact technology businesses (AKA BlueTech).",https://www.seaworthycollective.com/,"https://static.wixstatic.com/media/2ac4bf_41e106dbdaca41a29fa1d48c31672ed8~mv2.png/v1/fill/w_160,h_160,al_c,q_85,usm_0.66_1.00_0.01,enc_auto/NoTextTransparent%20Background.png",TBA,https://twitter.com/SeaworthyGlobal,,,,,,,0,1,1
Secured Carbon,Product,Carbon | MRV | Supply,Legitimately manage green risks by validating greenhouse gas claims with granular sensor data and tokenizing it for trade,,"At the University of California at Berkeley, our Chief Scientist Professor Emeritus Ronald Cohen has built over the last decade a working prototype hardware network of 70 low cost sensors monitoring municipalities in California and the data science techniques to trace the sources of CO2 emissions: Berkeley Environmental Air-quality & CO2 Network. Secured Carbon is executing on the vision of Prof. Cohen and his fellow prominent climate scientists to deploy low cost networks in all 300 U.S. cities with populations greater than 100,000.",https://securedcarbon.com/,"https://img1.wsimg.com/isteam/ip/7f063409-27b9-48d4-885f-eac202310481/Artboard%202%20copy%202.svg/:/rs=w:631,h:400,cg:true,m/cr=w:631,h:400/qt=q:95",,,,,,,,,0,1,1
Seeds,Protocol,Vertical | Community,Platform that suports regen civics alliance,Yes,,https://joinseeds.earth/,,Telos,,,,,,,,1,1,1
Senken,Product,Carbon | Tokenization,Senken scales climate action by building a marketplace and launchpad for the carbon economy. They bridge increasing voluntary climate pledges and web3-enhanced climate projects. ,Yes,,https://www.senken.io/,https://pbs.twimg.com/profile_images/1533547053179092993/G1noN9vD_400x400.jpg,Celo,https://twitter.com/Senken_io,TBA,,,,,,0,1,1
